,index,tweet,label,tweet_remove_url,tweet_remove_username,tweet_remove_url_username,tweet_remove_url_username_splite_hasghtag,tweet_remove_url_username_splite_hasghtag_lower_case,tweet_complete_cleaning
146,10367,@JustinTrudeau Hey Justin I will give you 50 cents if you stop talking about climate 'Change' #Ottawa #davidsuzuki #cbc #SemST,2,@JustinTrudeau Hey Justin I will give you 50 cents if you stop talking about climate 'Change' #Ottawa #davidsuzuki #cbc #SemST,  Hey Justin I will give you 50 cents if you stop talking about climate 'Change' #Ottawa #davidsuzuki #cbc #SemST,  Hey Justin I will give you 50 cents if you stop talking about climate 'Change' #Ottawa #davidsuzuki #cbc #SemST,  Hey Justin I will give you 50 cents if you stop talking about climate 'Change' Ottawa davidsuzuki cbc Sem ST,  hey justin i will give you 50 cents if you stop talking about climate 'change' ottawa davidsuzuki cbc sem st,hey justin give 50 cents stop talking climate change ottawa davidsuzuki cbc sem st
147,10368,If @EPA & @POTUS don't have to follow SCOTUS why should anyone else have to #ClimateFraud #SpecialReport #WakeUpAmerica #SemST,2,If @EPA & @POTUS don't have to follow SCOTUS why should anyone else have to #ClimateFraud #SpecialReport #WakeUpAmerica #SemST,If   &   don't have to follow SCOTUS why should anyone else have to #ClimateFraud #SpecialReport #WakeUpAmerica #SemST,If   &   don't have to follow SCOTUS why should anyone else have to #ClimateFraud #SpecialReport #WakeUpAmerica #SemST,If   &   don't have to follow SCOTUS why should anyone else have to Climate Fraud Special Report Wake Up America Sem ST,if   &   don't have to follow scotus why should anyone else have to climate fraud special report wake up america sem st,follow scotus anyone else climate fraud special report wake america sem st
148,10369,"If we want a future for our/Canadian kids we all need to seriously wake the fuck up,No more talk only action #Harper  #SemST",0,"If we want a future for our/Canadian kids we all need to seriously wake the fuck up,No more talk only action #Harper  #SemST","If we want a future for our/Canadian kids we all need to seriously wake the fuck up,No more talk only action #Harper  #SemST","If we want a future for our/Canadian kids we all need to seriously wake the fuck up,No more talk only action #Harper  #SemST","If we want a future for our/Canadian kids we all need to seriously wake the fuck up,No more talk only action Harper  Sem ST","if we want a future for our/canadian kids we all need to seriously wake the fuck up,no more talk only action harper  sem st",want future canadian kids need seriously wake fuck talk action harper sem st
149,10370,"Govt announcement on zero carbon homes ""short-sighted, unnecessary, retrograde and damaging"" says @UKGBC #energyefficiency #SemST",2,"Govt announcement on zero carbon homes ""short-sighted, unnecessary, retrograde and damaging"" says @UKGBC #energyefficiency #SemST","Govt announcement on zero carbon homes ""short-sighted, unnecessary, retrograde and damaging"" says   #energyefficiency #SemST","Govt announcement on zero carbon homes ""short-sighted, unnecessary, retrograde and damaging"" says   #energyefficiency #SemST","Govt announcement on zero carbon homes ""short-sighted, unnecessary, retrograde and damaging"" says   energyefficiency Sem ST","govt announcement on zero carbon homes ""short-sighted, unnecessary, retrograde and damaging"" says   energyefficiency sem st",govt announcement zero carbon homes short sighted unnecessary retrograde damaging says energyefficiency sem st
150,10371,"@bbcweather Good to see more global awareness, thanks. #SemST",0,"@bbcweather Good to see more global awareness, thanks. #SemST","  Good to see more global awareness, thanks. #SemST","  Good to see more global awareness, thanks. #SemST","  Good to see more global awareness, thanks. Sem ST","  good to see more global awareness, thanks. sem st",good see global awareness thanks sem st
151,10372,"We are not ""killing the Earth"". The Earth has been through worse and will be fine after all humans suffocate, drown or starve #SemST",2,"We are not ""killing the Earth"". The Earth has been through worse and will be fine after all humans suffocate, drown or starve #SemST","We are not ""killing the Earth"". The Earth has been through worse and will be fine after all humans suffocate, drown or starve #SemST","We are not ""killing the Earth"". The Earth has been through worse and will be fine after all humans suffocate, drown or starve #SemST","We are not ""killing the Earth"". The Earth has been through worse and will be fine after all humans suffocate, drown or starve Sem ST","we are not ""killing the earth"". the earth has been through worse and will be fine after all humans suffocate, drown or starve sem st",killing earth earth worse fine humans suffocate drown starve sem st
152,10373,Sea Level Rise above 6 meters - what does that mean? It means 20 ft above current heights. #SemST,0,Sea Level Rise above 6 meters - what does that mean? It means 20 ft above current heights. #SemST,Sea Level Rise above 6 meters - what does that mean? It means 20 ft above current heights. #SemST,Sea Level Rise above 6 meters - what does that mean? It means 20 ft above current heights. #SemST,Sea Level Rise above 6 meters - what does that mean? It means 20 ft above current heights. Sem ST,sea level rise above 6 meters - what does that mean? it means 20 ft above current heights. sem st,sea level rise 6 meters mean means 20 ft current heights sem st
153,10374,@Agent350 This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST,0,@Agent350 This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST,  This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST,  This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST,  This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to Ecocide Sem ST,  this is not a fantasy this is negligence collusion with criminal corporations acting with negligence to ecocide sem st,fantasy negligence collusion criminal corporations acting negligence ecocide sem st
154,10375,We need governments and corporations to respond AND ordinary people to change our daily habits to consume less. #SemST,0,We need governments and corporations to respond AND ordinary people to change our daily habits to consume less. #SemST,We need governments and corporations to respond AND ordinary people to change our daily habits to consume less. #SemST,We need governments and corporations to respond AND ordinary people to change our daily habits to consume less. #SemST,We need governments and corporations to respond AND ordinary people to change our daily habits to consume less. Sem ST,we need governments and corporations to respond and ordinary people to change our daily habits to consume less. sem st,need governments corporations respond ordinary people change daily habits consume less sem st
155,10376,If you dont have the capacity to take it in and act-what can you do to increase your capacity for connection and compassion? #SemST,1,If you dont have the capacity to take it in and act-what can you do to increase your capacity for connection and compassion? #SemST,If you dont have the capacity to take it in and act-what can you do to increase your capacity for connection and compassion? #SemST,If you dont have the capacity to take it in and act-what can you do to increase your capacity for connection and compassion? #SemST,If you dont have the capacity to take it in and act-what can you do to increase your capacity for connection and compassion? Sem ST,if you dont have the capacity to take it in and act-what can you do to increase your capacity for connection and compassion? sem st,dont capacity take act increase capacity connection compassion sem st
156,10377,#Mission:#Climate @ home > Take a shower instead of a bath #Tip #LoveOurPlanet #SemST,0,#Mission:#Climate @ home > Take a shower instead of a bath #Tip #LoveOurPlanet #SemST,#Mission:#Climate @ home > Take a shower instead of a bath #Tip #LoveOurPlanet #SemST,#Mission:#Climate @ home > Take a shower instead of a bath #Tip #LoveOurPlanet #SemST,Mission Climate @ home > Take a shower instead of a bath Tip Love Our Planet Sem ST,mission climate @ home > take a shower instead of a bath tip love our planet sem st,mission climate home take shower instead bath tip love planet sem st
157,10378,"The only thing ""man made"" about global warming is the false narrative. #WakeUpAmerica #boycottSanFrancisco #Election2016 #SemST",2,"The only thing ""man made"" about global warming is the false narrative. #WakeUpAmerica #boycottSanFrancisco #Election2016 #SemST","The only thing ""man made"" about global warming is the false narrative. #WakeUpAmerica #boycottSanFrancisco #Election2016 #SemST","The only thing ""man made"" about global warming is the false narrative. #WakeUpAmerica #boycottSanFrancisco #Election2016 #SemST","The only thing ""man made"" about global warming is the false narrative. Wake Up America boycott San Francisco Election 2016 Sem ST","the only thing ""man made"" about global warming is the false narrative. wake up america boycott san francisco election 2016 sem st",thing man made global warming false narrative wake america boycott san francisco election 2016 sem st
158,10379,"Growing concern of Pacific Islanders to adapt to sea level rise, increasing storminess; want to avoid becoming CC refugees #SemST",0,"Growing concern of Pacific Islanders to adapt to sea level rise, increasing storminess; want to avoid becoming CC refugees #SemST","Growing concern of Pacific Islanders to adapt to sea level rise, increasing storminess; want to avoid becoming CC refugees #SemST","Growing concern of Pacific Islanders to adapt to sea level rise, increasing storminess; want to avoid becoming CC refugees #SemST","Growing concern of Pacific Islanders to adapt to sea level rise, increasing storminess; want to avoid becoming CC refugees Sem ST","growing concern of pacific islanders to adapt to sea level rise, increasing storminess; want to avoid becoming cc refugees sem st",growing concern pacific islanders adapt sea level rise increasing storminess want avoid becoming cc refugees sem st
159,10380,@4EvaMartino  Everyone should learn this recipe - given summers are going to get warmer every year! #SemST,0,@4EvaMartino  Everyone should learn this recipe - given summers are going to get warmer every year! #SemST,   Everyone should learn this recipe - given summers are going to get warmer every year! #SemST,   Everyone should learn this recipe - given summers are going to get warmer every year! #SemST,   Everyone should learn this recipe - given summers are going to get warmer every year! Sem ST,   everyone should learn this recipe - given summers are going to get warmer every year! sem st,everyone learn recipe given summers going get warmer every year sem st
160,10381,Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST,0,Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST,Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST,Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST,Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. Sem ST,rec high temp for this date in charlotte is 101*. that was set in 1926. t-models were the worst for dangerous emissions. sem st,rec high temp date charlotte 101 set 1926 models worst dangerous emissions sem st
161,10382,"Lot's of time, class over! @nationaljournal #SemST",1,"Lot's of time, class over! @nationaljournal #SemST","Lot's of time, class over!   #SemST","Lot's of time, class over!   #SemST","Lot's of time, class over!   Sem ST","lot's of time, class over!   sem st",lot time class sem st
162,10383,@TheLibertyEagle Oh for the love of Pete! I thought we were going to be incinerated by then! #SemST,1,@TheLibertyEagle Oh for the love of Pete! I thought we were going to be incinerated by then! #SemST,  Oh for the love of Pete! I thought we were going to be incinerated by then! #SemST,  Oh for the love of Pete! I thought we were going to be incinerated by then! #SemST,  Oh for the love of Pete! I thought we were going to be incinerated by then! Sem ST,  oh for the love of pete! i thought we were going to be incinerated by then! sem st,oh love pete thought going incinerated sem st
163,10384,If complaining about irrelevant problems were illegal maybe we could solve some of the important issues #itsjustaflag #SemST,1,If complaining about irrelevant problems were illegal maybe we could solve some of the important issues #itsjustaflag #SemST,If complaining about irrelevant problems were illegal maybe we could solve some of the important issues #itsjustaflag #SemST,If complaining about irrelevant problems were illegal maybe we could solve some of the important issues #itsjustaflag #SemST,If complaining about irrelevant problems were illegal maybe we could solve some of the important issues itsjustaflag Sem ST,if complaining about irrelevant problems were illegal maybe we could solve some of the important issues itsjustaflag sem st,complaining irrelevant problems illegal maybe could solve important issues itsjustaflag sem st
164,10385,"@LiberalAus - ""All"" you folks #owe me an #official #apology at this point ""absolute"" ([minimum]), re's D #peace #Transparency #SemST",1,"@LiberalAus - ""All"" you folks #owe me an #official #apology at this point ""absolute"" ([minimum]), re's D #peace #Transparency #SemST","  - ""All"" you folks #owe me an #official #apology at this point ""absolute"" ([minimum]), re's D #peace #Transparency #SemST","  - ""All"" you folks #owe me an #official #apology at this point ""absolute"" ([minimum]), re's D #peace #Transparency #SemST","  - ""All"" you folks owe me an official apology at this point ""absolute"" ([minimum]), re's D peace Transparency Sem ST","  - ""all"" you folks owe me an official apology at this point ""absolute"" ([minimum]), re's d peace transparency sem st",folks owe official apology point absolute minimum peace transparency sem st
165,10386,"Maybe we should start ""labelling every #product"" made with its ""#Environmental #footprint""? Sooner or later we must act! #SemST",0,"Maybe we should start ""labelling every #product"" made with its ""#Environmental #footprint""? Sooner or later we must act! #SemST","Maybe we should start ""labelling every #product"" made with its ""#Environmental #footprint""? Sooner or later we must act! #SemST","Maybe we should start ""labelling every #product"" made with its ""#Environmental #footprint""? Sooner or later we must act! #SemST","Maybe we should start ""labelling every product made with its ""#Environmental footprint Sooner or later we must act! Sem ST","maybe we should start ""labelling every product made with its ""#environmental footprint sooner or later we must act! sem st",maybe start labelling every product made environmental footprint sooner later must act sem st
166,10387,If we touch #Antarctica for one more #reason other than to #research the #impact of us we would be #insane! #Democracy #Goal? #SemST,0,If we touch #Antarctica for one more #reason other than to #research the #impact of us we would be #insane! #Democracy #Goal? #SemST,If we touch #Antarctica for one more #reason other than to #research the #impact of us we would be #insane! #Democracy #Goal? #SemST,If we touch #Antarctica for one more #reason other than to #research the #impact of us we would be #insane! #Democracy #Goal? #SemST,If we touch Antarctica for one more reason other than to research the impact of us we would be insane Democracy Goal Sem ST,if we touch antarctica for one more reason other than to research the impact of us we would be insane democracy goal sem st,touch antarctica one reason research impact us would insane democracy goal sem st
167,10388,Wind power helped stabilize Texas' power grid during a 2014 cold snap that suddenly increased demand. #ClimateHope #Climate #SemST,0,Wind power helped stabilize Texas' power grid during a 2014 cold snap that suddenly increased demand. #ClimateHope #Climate #SemST,Wind power helped stabilize Texas' power grid during a 2014 cold snap that suddenly increased demand. #ClimateHope #Climate #SemST,Wind power helped stabilize Texas' power grid during a 2014 cold snap that suddenly increased demand. #ClimateHope #Climate #SemST,Wind power helped stabilize Texas' power grid during a 2014 cold snap that suddenly increased demand. Climate Hope Climate Sem ST,wind power helped stabilize texas' power grid during a 2014 cold snap that suddenly increased demand. climate hope climate sem st,wind power helped stabilize texas power grid 2014 cold snap suddenly increased demand climate hope climate sem st
168,10389,"It's so cold and windy here in Sydney, I just saw a climate scientist fly past my window #auspol #ClimateChangeIsReal #SemST",0,"It's so cold and windy here in Sydney, I just saw a climate scientist fly past my window #auspol #ClimateChangeIsReal #SemST","It's so cold and windy here in Sydney, I just saw a climate scientist fly past my window #auspol #ClimateChangeIsReal #SemST","It's so cold and windy here in Sydney, I just saw a climate scientist fly past my window #auspol #ClimateChangeIsReal #SemST","It's so cold and windy here in Sydney, I just saw a climate scientist fly past my window auspol Climate Change Is Real Sem ST","it's so cold and windy here in sydney, i just saw a climate scientist fly past my window auspol climate change is real sem st",cold windy sydney saw climate scientist fly past window auspol climate change real sem st
